id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
812695,Park Slope Brooklyn great location,1201534,Christine,Brooklyn,Park Slope,40.66948,-73.98477,Private room,165,7,136,2018-01-07,1.46,1,28
813225,"Quirky, Exposed-Brick Cozy Room Brooklyn Townhouse",149929,Obed,Brooklyn,Fort Greene,40.68871,-73.97181,Private room,75,15,40,2020-03-11,0.90,3,0
813554,Historic Park Slope Gem - 1br,4275254,Valeria,Brooklyn,Park Slope,40.67228,-73.97248,Entire home/apt,160,30,37,2019-12-16,0.49,1,359
813793,Large 2-Bedroom Flat in the Lower East Side!,4276374,Peter,Manhattan,Lower East Side,40.71988,-73.98639,Entire home/apt,250,10,107,2020-03-08,1.40,1,90
814327,room in uper east side manhattan,4279005,Jefry,Manhattan,Upper East Side,40.77171,-73.95042,Private room,89,10,67,2019-10-23,0.81,1,365
814616,BIG STYLISH SUNNY EAST VILLAGE 1BR,545600,Alta,Manhattan,East Village,40.72699,-73.97894,Entire home/apt,199,5,23,2019-05-24,0.31,1,258
814890,Sublet my spacious Greenpoint apt,2712129,Raziel,Brooklyn,Greenpoint,40.72561,-73.9494,Private room,75,7,3,2015-09-28,0.04,2,365
814911,TASTEFUL DESIGN + SPACE FOREVER,4281123,Albert,Brooklyn,Bushwick,40.6916,-73.92294,Private room,61,2,2,2019-05-12,0.02,1,0
815465,Central Park North Guest House,4284154,Jennifer,Manhattan,Harlem,40.80139,-73.95433,Entire home/apt,135,3,236,2020-03-15,3.03,2,314
815544,Modern 2br2ba Duplex Penthouse w/2 outdoor spaces,4284566,Abril,Manhattan,Tribeca,40.71689,-74.00817,Entire home/apt,800,30,0,,,1,358
816673,Very Cool Entire Apartment | BUSHWICK,4289709,Elise,Brooklyn,Bushwick,40.69764,-73.93084,Entire home/apt,65,7,4,2017-04-01,0.07,1,0
816888,Whole Manhattan Apartment,2805766,Tristan,Manhattan,Washington Heights,40.85604,-73.93469,Entire home/apt,67,30,14,2020-06-01,0.16,1,275
817113,large spaciousbrownstone house,1141935,Ana,Brooklyn,Crown Heights,40.67309,-73.94799,Private room,109,1,79,2020-01-20,0.85,3,365
817355,Greenwich Village Zen Artist Oasis,4293110,Ella,Manhattan,Greenwich Village,40.73088,-74.00079,Entire home/apt,92,15,59,2020-03-21,0.64,1,12
818084,Gorgeous sunny prime SoHo 1BR Apt.,128256,Annie+Dan,Manhattan,Greenwich Village,40.72825,-74.00225,Entire home/apt,127,2,89,2020-01-16,0.99,1,354
818314,Cozy room in beautiful apartment !,4298156,Melina,Manhattan,Harlem,40.82513,-73.94617,Private room,33,1,0,,,1,0
818325,Pied-à-Terre in Midtown Manhattan,4298167,Shane Michael,Manhattan,Kips Bay,40.7445,-73.97583,Entire home/apt,168,5,30,2019-09-03,0.32,1,228
818337,Quick travel to NYC! Great Room with Private Bath3,4241953,Celeste,Queens,Flushing,40.75979,-73.81016,Private room,57,2,23,2019-12-15,0.25,4,344
818451,Lovely studio upper east side !,4298896,Nathalie,Manhattan,Upper East Side,40.76883,-73.95353,Entire home/apt,108,6,23,2018-01-07,0.26,1,0
818518,Manhattan beautiful fire escape room.,4299040,Lupi,Manhattan,Harlem,40.82238,-73.95534,Private room,50,2,59,2020-08-10,0.64,1,117
819206,Cute shared studio apartment,4306950,Christopher,Manhattan,East Harlem,40.79106,-73.95058,Shared room,45,2,119,2020-03-10,1.41,1,358
819956,"Home away from home,clean and cozy.",9269794,Jerbean,Brooklyn,Bedford-Stuyvesant,40.68615,-73.93095,Private room,65,2,38,2019-01-02,0.43,1,365
820218,"Lovely East Village Apartment, Sept. 2 to 5 Only",337159,Thomas,Manhattan,East Village,40.73131,-73.98609,Entire home/apt,121,2,6,2018-09-05,0.07,1,0
820710,1 large bedroom w/private bath,4310378,Autumn,Brooklyn,Clinton Hill,40.69413,-73.96389,Private room,75,2,102,2020-01-02,1.10,3,262
820801,Sunny 2 bedroom in great Williamsburg location,25632,LeeAnn,Brooklyn,Greenpoint,40.72103,-73.94798,Entire home/apt,225,30,1,2014-09-12,0.01,1,0
820953,Entire Apt Yours! (5 Night Minimum),4105474,Amanda,Brooklyn,Greenpoint,40.72166,-73.94037,Entire home/apt,90,7,11,2019-07-14,0.12,1,173
821135,Bright Loft One Stop from Soho,4311243,Owen,Brooklyn,Downtown Brooklyn,40.69379,-73.98525,Entire home/apt,170,7,41,2019-01-12,0.47,1,0
822152,Lovely apt in blooming Bed-Sty,4317168,Daria,Brooklyn,Bedford-Stuyvesant,40.68175,-73.93838,Entire home/apt,95,7,7,2015-09-13,0.08,1,295
823520,ON HIGHLINE! Private room & bath,4323625,Arthur,Manhattan,Chelsea,40.75284,-74.00138,Private room,450,3,272,2020-03-01,2.92,1,0
823618,"Large,sunny private room in Harlem",4324286,Ettice,Manhattan,Harlem,40.81024,-73.94154,Private room,85,4,45,2020-04-25,0.49,2,268
823631,"Bright, cozy private room in Harlem",4324286,Ettice,Manhattan,Harlem,40.80997,-73.93992,Private room,70,4,32,2020-03-31,0.37,2,253
824421,Central Williamsburg Fab Large Room,4328005,Dina,Brooklyn,Williamsburg,40.71622,-73.96042,Private room,70,1,8,2015-01-07,0.09,1,0
825193,Park Slope Apartment,4330726,Jon,Brooklyn,Park Slope,40.67507,-73.97792,Entire home/apt,155,5,23,2019-12-29,0.25,1,76
825545,Covid19 immune / nyu clean safe space great area,872805,Mike,Manhattan,Greenwich Village,40.73336,-73.99836,Private room,85,21,85,2020-02-02,0.95,2,90
825550,Luxury 1BD in Historic Carrol Gardens Brownstone,4331864,Jeff,Brooklyn,Gowanus,40.67869,-73.99197,Entire home/apt,99,4,8,2019-09-02,0.13,1,0
826307,"Near Manhatten, NEW Empire Outlets, park!",4192794,Anna,Staten Island,Tompkinsville,40.63132,-74.08799,Private room,45,3,21,2019-11-27,0.23,1,320
826388,"Spacious & Comfy, Top of Central Pk",359447,Adrian,Manhattan,Harlem,40.80394,-73.9506,Private room,69,4,18,2019-04-25,0.19,1,365
826685,Dreamy Private Room in  Super Cool Bedstuy Apt.,94669,Keithan,Brooklyn,Bedford-Stuyvesant,40.68407,-73.93944,Private room,29,10,70,2020-04-30,2.77,2,71
826764,Spacious Sunny Union Sq Room,4336760,Marie,Manhattan,Chelsea,40.73588,-73.99224,Private room,80,90,2,2019-06-02,0.05,1,132
828130,Brooklyn Apt next to Prospect Park,4210082,Monica,Brooklyn,Prospect-Lefferts Gardens,40.66229,-73.96296,Private room,70,1,84,2016-10-08,0.91,1,197
828553,Location AND Space in the city!!,3882661,Ms,Manhattan,Gramercy,40.7349,-73.98549,Entire home/apt,99,3,29,2019-12-09,0.37,3,15
828685,Cute Room in Artist/Designers' Flat,1865527,Kayla,Brooklyn,Bedford-Stuyvesant,40.6938,-73.94698,Private room,89,1,45,2020-03-20,0.50,3,365
829083,"Steps From Art, Shopping & Eats",4345735,Jennifer,Brooklyn,Prospect Heights,40.67378,-73.96471,Entire home/apt,150,3,11,2014-12-26,0.12,1,0
829935,Charming Backyard Apt in Townhouse,4348003,Bob,Manhattan,Washington Heights,40.83783,-73.93832,Entire home/apt,85,6,53,2019-09-02,0.57,1,0
831911,Entire apt close to Lincoln Center,4355788,Ef,Manhattan,Upper West Side,40.77627,-73.98365,Entire home/apt,149,10,9,2017-06-09,0.15,1,0
832157,Seeking tenant for January 2013,4356301,Coire,Brooklyn,Bushwick,40.70738,-73.92213,Private room,120,1,0,,,1,0
832596,Spacious 1 BR Near the Water UES,1723222,Nick,Manhattan,Upper East Side,40.77613,-73.94872,Entire home/apt,250,4,1,2016-05-24,0.02,1,0
834088,Charming Private room in Greenpoint,4363775,O.,Brooklyn,Greenpoint,40.73184,-73.95802,Private room,55,10,11,2018-08-31,0.18,3,0
834190,Manhattan Lux Loft.Like.Love.Lots.Look !,2369681,Carol,Manhattan,Lower East Side,40.71921,-73.99116,Private room,214,1,609,2020-04-07,6.68,1,209
834968,3br w/ Private Roof Steps to Subway,1896642,Jay,Brooklyn,Williamsburg,40.71699,-73.95817,Entire home/apt,500,5,0,,,1,0
836720,Brand New Bay House,4372934,Manuel Alberto,Queens,College Point,40.78417,-73.83875,Entire home/apt,379,2,49,2019-12-23,0.54,1,365
837256,"UES APT- NEAR CENTRAL PARK, MUSEUMS",2862643,Nia,Manhattan,Upper East Side,40.77389,-73.951,Entire home/apt,280,2,0,,,1,0
837430,Ground Floor Studio With Backyard,252365,Eileen,Manhattan,East Village,40.7225,-73.98267,Entire home/apt,136,5,4,2015-01-03,0.04,1,0
837503,Enjoy a Staycation in Brooklyn Clinton Hill,265525,Casey,Brooklyn,Bedford-Stuyvesant,40.69165,-73.95456,Entire home/apt,80,5,257,2020-07-24,2.76,1,0
837958,Very cozy room with a tv.!,4378763,Antonio,Queens,Long Island City,40.7529,-73.92985,Private room,63,2,30,2020-02-22,0.32,3,0
838070,Brooklyn Apt: 1 Bedroom w/Garden,240048,Katherine / François,Brooklyn,Sunset Park,40.66059,-73.99361,Entire home/apt,150,5,11,2019-12-29,0.19,2,139
838586,***HOT SPOT*** 2 blocks to L/G Trains *** Modern,326150,Ronny,Brooklyn,Williamsburg,40.71733,-73.9531,Entire home/apt,200,2,11,2019-04-27,0.18,1,0
839058,Midtown Lux Manhattan by 5th Ave,4383196,David,Manhattan,Midtown,40.76188,-73.97193,Entire home/apt,269,5,15,2017-01-03,0.19,1,0
839539,Huge & Awesome Loft in the Heart of East Village!!,3200135,Matt,Manhattan,East Village,40.72876,-73.98413,Private room,65,1,0,,,1,76
840103,"Charming, huge BR, nr Prospect Park",164534,Holly,Brooklyn,Prospect Heights,40.68062,-73.97042,Private room,80,2,24,2015-08-31,0.28,1,0
840594,Huge beautiful one bed West Village,4389865,Fiona,Manhattan,West Village,40.73126,-74.00502,Entire home/apt,400,7,7,2018-10-13,0.08,1,365
840731,Historic East Village Townhouse,4390639,Joanna,Manhattan,East Village,40.73345,-73.98956,Entire home/apt,495,4,79,2020-01-05,0.93,1,342
840794,Big one bedroom located in Brooklyn,4390881,Todd,Brooklyn,Prospect Heights,40.6763,-73.96528,Entire home/apt,85,3,16,2019-10-18,0.18,1,0
841075,Spacious and Clean Brooklyn Flat,4392420,John,Brooklyn,Bushwick,40.70366,-73.9269,Entire home/apt,85,15,22,2016-10-22,0.24,1,0
841211,Spacious Centrally Located Apt!!!,3665164,Joseph,Manhattan,Chelsea,40.7466,-73.99219,Private room,770,10,30,2016-10-12,0.34,1,365
841292,BIG room in fun loft – heart of NYC,4393626,Aaron,Manhattan,Chelsea,40.74712,-73.99514,Private room,69,3,31,2019-10-11,0.36,2,0
841484,cozy charming apt - Lower East Side,2682735,Andrew,Manhattan,Lower East Side,40.71892,-73.98627,Entire home/apt,155,15,58,2020-07-15,0.63,1,89
842167,1 BDR in Heart of Lower East side,2257960,Melanie,Manhattan,Chinatown,40.71593,-73.99031,Entire home/apt,150,4,16,2020-01-04,0.27,1,0
842494,Charming Studio Near Central Park!,148545,Lisa,Manhattan,Upper West Side,40.77886,-73.98444,Entire home/apt,150,7,1,2013-11-09,0.01,1,0
843036,Beautiful apt uptown Manhattan,4401623,Roman,Manhattan,Washington Heights,40.84714,-73.94172,Entire home/apt,75,60,23,2019-08-11,0.25,1,334
843491,Quick travel to NYC! Spacious with Private Bath 1,4241953,Celeste,Queens,Flushing,40.76074,-73.80969,Private room,80,3,10,2019-10-14,0.17,4,363
843499,Large sunny room 10 min to Midtown!,350553,Stav,Manhattan,Harlem,40.8129,-73.95213,Private room,50,1,4,2015-01-02,0.05,2,0
843524,A Little Palace in Brooklyn for Shoots and Events,673406,Alex & Britta,Brooklyn,Bushwick,40.70234,-73.92424,Entire home/apt,800,1,36,2020-07-17,0.40,1,365
844319,"XL 90m2 2BR Victorian area,sleeps 7",683027,Camille,Brooklyn,Flatbush,40.62961,-73.9572,Entire home/apt,118,7,283,2020-07-18,3.18,1,344
845362,Perfect 750 SF W. Village 1 Bedroom,4413463,Carolyn,Manhattan,West Village,40.73574,-74.00056,Entire home/apt,250,7,0,,,1,0
846190,Modern condo close to Prospect park,83117995,Madisen,Brooklyn,Prospect-Lefferts Gardens,40.66251,-73.95374,Entire home/apt,129,2,52,2020-08-13,0.69,1,48
846275,Stylish LES apt for immediate Rental,1732005,Ren,Manhattan,Lower East Side,40.72003,-73.98693,Entire home/apt,199,2,265,2020-07-26,3.03,1,335
846457,Beatiful Studio in williamsburg,945407,Clara,Brooklyn,Williamsburg,40.7141,-73.96477,Entire home/apt,100,3,8,2017-09-25,0.10,1,0
846549,New York City Dream Apartment,4420306,Luis Alejandro,Brooklyn,Bedford-Stuyvesant,40.68941,-73.95247,Private room,60,2,2,2015-08-02,0.03,1,0
846854,"Large Garden Duplex, Park block, Private entryway",4422368,Dirk,Manhattan,Upper West Side,40.78689,-73.97314,Entire home/apt,330,30,93,2019-06-08,1.05,1,330
846871,"Cozy 1 BR near Central Park, AMNH, The MET & More",3179895,Dee,Manhattan,Upper West Side,40.78429,-73.97815,Private room,85,2,245,2020-03-10,2.70,1,0
847591,Brooklyn Apartment,4425467,Oded,Brooklyn,Bushwick,40.7016,-73.91868,Entire home/apt,120,5,6,2015-09-27,0.08,1,0
848071,1 BEDROOM APT -  Lower East Side,4427679,Marcell,Manhattan,Chinatown,40.71734,-73.99352,Entire home/apt,100,2,42,2020-02-23,0.45,1,357
848170,Gorgeous 1BR near Prospect Park,4428278,Rohit,Brooklyn,Kensington,40.64651,-73.97662,Entire home/apt,100,4,20,2017-09-10,0.22,1,0
848220,LUXURY APT w PRIVATE GARDEN NYC UES,4425694,Gregory,Manhattan,Upper East Side,40.76714,-73.95922,Entire home/apt,191,1,221,2020-07-26,2.38,1,320
848707,Quick travel to NYC! Great Room w/ shared Bath (5),4241953,Celeste,Queens,Flushing,40.76,-73.81117,Private room,60,2,19,2019-09-09,0.21,4,363
848722,Quick travel to NYC! Great Room with Private Bath2,4241953,Celeste,Queens,Flushing,40.76014,-73.81146,Private room,49,2,44,2019-12-17,0.50,4,362
848853,Upper Manhattan//Harlem Classic,4432173,Stella,Manhattan,Harlem,40.80712,-73.95316,Private room,74,2,15,2018-05-16,0.17,1,364
849409,Spacious garden appartment brooklyn,4434798,Bernard,Brooklyn,Prospect Heights,40.68099,-73.97446,Entire home/apt,129,5,158,2020-01-29,1.70,1,11
849567,Your own large 1BR apt in Manhattan,52394,Geraldine,Manhattan,Inwood,40.86585,-73.92693,Entire home/apt,80,30,17,2020-07-23,0.18,1,0
849603,Spacious Crown Heights Apartment,4435623,Ayana,Brooklyn,Crown Heights,40.67525,-73.9486,Entire home/apt,110,10,55,2020-01-05,0.60,1,89
849703,"Convenient, Renovated 2 Bedroom",145609,Ceci,Brooklyn,Carroll Gardens,40.67771,-73.99428,Entire home/apt,250,2,82,2016-02-29,0.92,1,0
850097,Beautiful 1BD in the West Village,4438960,Taleah,Manhattan,West Village,40.73118,-74.0029,Entire home/apt,169,2,101,2020-01-02,1.27,1,12
850148,1 ROOM IN AMAZING ARTIST NYC LOFT,2843998,Julie,Brooklyn,Williamsburg,40.7106,-73.96532,Private room,85,2,39,2019-12-09,0.51,2,362
850198,"UES 1 br, 2 blocks from the Met",4439578,Zs,Manhattan,Upper East Side,40.77815,-73.95902,Entire home/apt,250,28,9,2019-08-10,0.10,1,365
850338,Authentic Luxury Designed Loft,4440548,Thomas,Brooklyn,Williamsburg,40.71427,-73.94671,Entire home/apt,136,3,188,2020-05-11,2.07,2,187
850435,Sunny Loft in Brooklyn next to Bedford L,4441020,Tara,Brooklyn,Williamsburg,40.71731,-73.95627,Entire home/apt,175,30,0,,,1,364
850517,3 Bedroom Duplex/ 2 Baths and 2 LR,254846,Brendan,Brooklyn,Bushwick,40.68646,-73.91313,Entire home/apt,289,3,46,2020-03-23,0.52,4,364
850712,Cute Studio Greenwich Village NYC,4442608,Mario,Manhattan,Greenwich Village,40.73132,-73.99979,Entire home/apt,120,7,19,2019-11-22,0.24,1,350
850943,ARTIST TRENDY NYC LOFT,2843998,Julie,Brooklyn,Williamsburg,40.71171,-73.96694,Entire home/apt,155,7,29,2020-03-15,0.38,2,19
851772,CHIC 1 BEDROOM IN MANHATTAN (UES),4445677,Ari,Manhattan,Upper East Side,40.7704,-73.95024,Entire home/apt,166,1,15,2014-09-06,0.16,1,0
852118,Spacious 3 Bedroom Prospect Brooklyn near subway,3259274,Hannah,Brooklyn,Crown Heights,40.67434,-73.95728,Entire home/apt,105,2,47,2020-02-17,0.61,2,353
852632,Gowanis Urban Oasis,4451246,Raymond,Brooklyn,Gowanus,40.66893,-73.99404,Shared room,45,2,171,2020-01-01,1.97,1,350
853900,Immaculate brand new one bedroom,4459052,Dominique,Queens,Astoria,40.76488,-73.9297,Entire home/apt,95,30,0,,,1,0
854037,Spacious Bedroom+Empire State view,1203500,Civan,Brooklyn,Bedford-Stuyvesant,40.69105,-73.9513,Private room,45,2,11,2019-07-01,0.12,2,364
854521,"Room, Central Location, Priv. Entry",4463092,Samuel,Manhattan,Harlem,40.80473,-73.95047,Private room,33,7,69,2020-08-13,0.83,2,312
855206,One of a Kind Apt with Private Bedroom and Rooftop,4467554,Sunny,Manhattan,East Village,40.72957,-73.98406,Private room,101,5,8,2015-11-05,0.11,1,0
855462,Charming Downtown Apt,4469832,Stefan,Manhattan,Lower East Side,40.72034,-73.98585,Entire home/apt,65,5,28,2020-05-01,0.42,1,106
855549,"Have the 1st floor of a two floor duplex,",213020,Robert,Manhattan,Upper West Side,40.79279,-73.97131,Private room,68,2,130,2020-07-31,1.84,1,0
856440,YOUR OWN PLACE WITH VIEWS OF CENTRAL PARK,627898,Peter,Manhattan,Hell's Kitchen,40.76616,-73.98411,Entire home/apt,119,7,33,2019-05-02,0.36,1,0
856918,Large Room in Garden Duplex,4481005,Karen,Brooklyn,Park Slope,40.67422,-73.98097,Private room,73,2,16,2019-12-22,0.18,2,212
857696,PRIVATE LARGE-MODERN-CLEAN master bedroom,2559004,Sergio,Manhattan,East Harlem,40.80215,-73.93889,Private room,40,1,9,2020-01-25,0.17,5,0
857810,Heart of Williamsubrg 1 Bedroom,4487224,Tara,Brooklyn,Williamsburg,40.71373,-73.94958,Entire home/apt,249,3,34,2020-01-02,0.37,1,364
858223,Entire flat west village,4431107,Ely,Manhattan,Chelsea,40.73818,-73.9977,Entire home/apt,150,2,93,2020-03-14,1.72,1,42
858695,Very Large Private Room on quiet st,4494343,Douglas,Bronx,Mount Eden,40.84058,-73.91382,Private room,30,2,333,2020-07-12,3.60,1,228
859023,Charming Artist's Home in Brooklyn,1536441,Erica,Brooklyn,Gowanus,40.66958,-73.98998,Entire home/apt,240,2,22,2018-10-27,0.25,1,359
859596,Quiet room w/ 2 beds +light near subway+ museums,4500999,Aaron,Manhattan,East Harlem,40.79541,-73.94465,Private room,105,1,68,2019-12-28,0.82,3,365
860163,Manhattan Studio Apartment: 2 Adults $125,4504962,Judith,Manhattan,East Harlem,40.78844,-73.94951,Entire home/apt,125,2,114,2020-08-14,1.23,1,301
860827,carriage house apartment,4524130,Claire,Brooklyn,Clinton Hill,40.68707,-73.96571,Entire home/apt,170,3,364,2020-03-08,3.98,1,338
862890,Private bedroom w/ king size bed + pvt bathroom,4224309,Rachel...You Can Call Me Kaya :),Manhattan,Washington Heights,40.85081,-73.93118,Private room,90,2,3,2019-05-31,0.09,1,257
863118,Cozy Upper East Side 1BR,4044400,Julie,Manhattan,Upper East Side,40.77492,-73.9566,Entire home/apt,180,2,0,,,1,365
864790,Peaceful SHARE By Central Park,4538664,Nicole,Manhattan,Upper West Side,40.77366,-73.98574,Private room,129,4,80,2020-01-02,0.88,1,288
864981,Cozy Room in Charming Brownstone,1650330,Chandle,Brooklyn,Sunset Park,40.64902,-74.00897,Private room,59,5,46,2020-03-31,0.51,2,364
865355,Spacious and Comfortable Room!,4543792,George,Manhattan,Harlem,40.82719,-73.94484,Private room,58,14,37,2020-01-02,0.43,1,193
866890,Budget/diamond in heart of Harlem,4555996,Ben,Manhattan,Harlem,40.82316,-73.94129,Private room,68,14,70,2019-08-14,0.77,2,365
867020,Nice quiet room on a backyard,4363775,O.,Brooklyn,Greenpoint,40.73404,-73.95737,Private room,50,31,12,2019-09-14,0.22,3,364
867749,Sunny 2 bedroom in Prospect heights + terrace,745186,Chiara,Brooklyn,Crown Heights,40.67813,-73.96355,Entire home/apt,100,30,1,2015-07-19,0.02,1,0
868548,Friendly & fun w/ private terrace,4372160,Seth,Brooklyn,Williamsburg,40.70933,-73.94141,Private room,58,10,7,2018-05-02,0.08,1,0
868874,Modern townhouse duplex Brooklyn -Prospect Heights,2886652,Kanan & Tobias,Brooklyn,Crown Heights,40.67957,-73.96253,Entire home/apt,303,29,18,2020-01-03,0.20,1,76
869522,Private room/Upper Manhattan,4581489,Nick,Manhattan,Harlem,40.82579,-73.94907,Private room,65,2,2,2015-12-08,0.03,1,0
870119,Beautiful 2bdrm Bklyn duplex w/deck + backyard,355548,Jessica,Brooklyn,Clinton Hill,40.69208,-73.96525,Entire home/apt,145,3,14,2020-02-27,0.28,1,0
872210,Quiet 1BR Heart of the East Village,4600589,Carter,Manhattan,East Village,40.732,-73.98759,Private room,200,1,0,,,1,0
873465,Cute & Comfortable One Bedroom,3588693,Maria,Brooklyn,Flatbush,40.65307,-73.95781,Entire home/apt,159,2,28,2019-12-01,0.30,1,365
873701,"Chic, quiet 1BR with patio (steps from the subway)",699759,Becky,Brooklyn,Crown Heights,40.67121,-73.95534,Entire home/apt,110,4,139,2020-06-14,1.52,1,279
874706,Fully Updated Modern 1 Bedroom Apartment,4616773,Joan,Brooklyn,Kensington,40.64534,-73.97189,Entire home/apt,95,3,173,2020-01-06,1.92,1,365
875111,1-bedroom apt in Clinton Hill,2908554,Michael,Brooklyn,Bedford-Stuyvesant,40.68586,-73.95875,Entire home/apt,80,3,7,2019-01-27,0.09,1,0
876355,Large 1BR Columbia University,3994331,Vivian,Manhattan,Morningside Heights,40.81368,-73.95942,Entire home/apt,135,30,9,2020-03-11,0.11,1,256
878142,Serene 1BR+Garden+Goldfish Pond+Cook's Kitchen,2597159,Alana,Brooklyn,Williamsburg,40.71335,-73.9496,Entire home/apt,200,4,5,2019-07-20,0.22,2,0
880424,★Beautiful Home Away From Home★,3549531,Jeremy,Brooklyn,Prospect-Lefferts Gardens,40.65514,-73.95956,Entire home/apt,95,1,121,2020-02-27,1.42,1,6
882559,Private bedroom&bathroom in the heart of Manhattan,4670155,Yuval,Manhattan,Hell's Kitchen,40.76113,-73.98918,Private room,125,3,236,2019-12-15,2.63,1,287
883209,World Travelers to Couchcrash in BK,4158086,Vivian,Brooklyn,Bedford-Stuyvesant,40.69132,-73.94205,Shared room,75,3,15,2017-09-16,0.17,1,364
883306,1  Bedroom in Clinton Hill Share,4310378,Autumn,Brooklyn,Clinton Hill,40.69494,-73.96372,Private room,65,2,112,2020-01-04,1.30,3,365
883480,"Beautiful, large, Morningside apt",4676971,Elisabeth,Manhattan,Upper West Side,40.80217,-73.96414,Entire home/apt,150,3,82,2020-04-20,0.92,1,155
883517,3 Bedroom Upper West Side Gem,4677362,Julie,Manhattan,Upper West Side,40.78615,-73.98137,Entire home/apt,339,4,30,2019-12-28,0.33,1,219
883650,I love my West Village 1 bdrm apt,2493021,Micah,Manhattan,West Village,40.73425,-74.00076,Entire home/apt,225,2,1,2013-04-22,0.01,1,358
885628,Cozy room in a Williamsburg loft by the river,1289160,Frej,Brooklyn,Williamsburg,40.712,-73.96659,Private room,70,3,1,2020-01-02,0.13,1,321
886808,"Free Metrocard*, Safe & Affordable",4701443,Christina,Queens,Flushing,40.75088,-73.81029,Private room,56,3,131,2020-03-04,1.45,2,330
886833,"Private Suite, Free Metrocard*",4701443,Christina,Queens,Flushing,40.7525,-73.81126,Private room,78,3,351,2020-07-05,3.90,2,321
887355,2 bedrooms 5-star building midtown,4705358,D,Manhattan,Murray Hill,40.74791,-73.97334,Entire home/apt,500,5,1,2015-03-25,0.02,1,365
888583,Gorgeous Greenpoint Railroad,4282125,Caroline,Brooklyn,Greenpoint,40.734,-73.95474,Entire home/apt,150,2,27,2019-01-01,0.30,1,365
888905,"Private bedroom, next to Mt. Sinai hospital",4714927,Elisa,Manhattan,East Harlem,40.79047,-73.94865,Private room,60,1,73,2020-01-02,0.97,3,43
890794,Cozy- bedroom in Jackson Heights!,4731046,Luis,Queens,Jackson Heights,40.75374,-73.8924,Private room,70,2,0,,,1,275
890839,"Spacious, duplex townhouse w large garden oasis",831185,Andrew,Brooklyn,Crown Heights,40.68015,-73.96299,Entire home/apt,475,5,9,2020-01-01,0.11,3,364
890855,Sun-Drenched Studio in Clinton Hill,128920,Magera,Brooklyn,Clinton Hill,40.68252,-73.96664,Entire home/apt,115,6,10,2017-07-03,0.11,1,0
892463,Ideal Location + Shower In Kitchen!,1758019,Wil,Manhattan,West Village,40.73084,-74.00431,Entire home/apt,150,3,9,2015-03-30,0.10,1,0
893413,Architecturally Stunning Former Synagogue!,4751930,Martin,Manhattan,East Village,40.72668,-73.98179,Entire home/apt,1866,1,21,2020-02-20,0.30,1,174
894015,Boldera: Your Home Away From Home,4622027,Damon And Kent,Brooklyn,Bedford-Stuyvesant,40.68116,-73.92979,Entire home/apt,109,2,160,2020-01-20,1.75,1,295
894063,"Sunny patio, very private, skyline views, BIG bed",1803302,Lacey,Brooklyn,Williamsburg,40.71216,-73.96326,Private room,104,1,87,2019-12-30,0.96,1,226
894093,Cozy private room & 2blocks from subway&10mintoNYC,4644172,Sheena,Queens,Astoria,40.7686,-73.9201,Private room,69,30,73,2019-08-06,0.90,1,83
895368,Large 2 bedroom apt in Manhattan,4770121,Somaya,Manhattan,Harlem,40.82434,-73.93957,Entire home/apt,100,180,0,,,4,365
895386,NYC-Cozy Apt! Walk to Columbia Uni/Central Park!,2265770,Jeanine,Manhattan,Harlem,40.80706,-73.95403,Entire home/apt,145,9,97,2020-01-02,1.08,3,41
898534,"Light and Airy, Prime Williamsburg",1928378,Marisol And Maneesh,Brooklyn,Williamsburg,40.71003,-73.96409,Entire home/apt,229,60,10,2018-10-13,0.11,1,125
898861,"Private One Bedroom Suite, 45 min from City",3546135,Jeanette & Henry,Queens,Briarwood,40.71239,-73.80962,Entire home/apt,61,3,126,2020-07-12,1.39,1,358
900383,Brooklyn-Bedstuy-Studio,4808242,Selam,Brooklyn,Bedford-Stuyvesant,40.68145,-73.95178,Shared room,100,3,29,2020-01-04,0.32,1,180
900503,Stylish 1897 garden duplex oasis!,4634013,Brandi,Brooklyn,Clinton Hill,40.68753,-73.96002,Entire home/apt,275,3,0,,,1,0
902599,MODERN LUXURY STUDIO - TIMES SQUARE,1510984,Rj,Manhattan,Theater District,40.76186,-73.98337,Entire home/apt,179,30,14,2020-03-23,0.16,1,180
903551,"Brooklyn Loft, 180 degree views",4830421,Marvin,Brooklyn,Williamsburg,40.70288,-73.93491,Private room,90,6,9,2019-09-13,0.13,1,0
903906,charming house on family block,4837614,Christine & Philip,Brooklyn,South Slope,40.66485,-73.98838,Entire home/apt,329,4,2,2016-08-18,0.04,1,0
904060,Great Clinton Hill condo near Fort Green/ Bedstuy,4834187,Howard,Brooklyn,Clinton Hill,40.68496,-73.96111,Entire home/apt,156,7,39,2019-12-30,0.43,1,311
905425,Painters Paradise / Greenpoint,4843750,Painter,Brooklyn,Greenpoint,40.73425,-73.95506,Entire home/apt,71,5,167,2020-07-15,1.95,1,331
905694,Huge Sun-Drenched W. Village w/ Balcony,4845894,Anthony,Manhattan,West Village,40.73405,-74.01002,Entire home/apt,295,10,16,2020-01-17,0.20,1,364
