Date,SPY_Open,SPY_High,SPY_Low,SPY_Close,Actual,Predicted,Probability_Up,Probability_Down
2020-02-12,336.8299865722656,337.6499938964844,336.42999267578125,337.4200134277344,0,1,0.7097949385643005,0.29020506143569946
2020-02-13,335.8599853515625,338.1199951171875,335.5599975585937,337.0599975585937,1,1,0.7097944021224976,0.29020559787750244
2020-02-14,337.510009765625,337.7300109863281,336.20001220703125,337.6000061035156,0,1,0.7516750693321228,0.2483249306678772
2020-02-18,336.510009765625,337.6700134277344,335.2099914550781,336.7300109863281,1,1,0.7062762379646301,0.2937237620353699
2020-02-19,337.7900085449219,339.0799865722656,337.4800109863281,338.3399963378906,0,1,0.79300457239151,0.20699542760849
2020-02-20,337.739990234375,338.6400146484375,333.67999267578125,336.95001220703125,0,1,0.7904564738273621,0.20954352617263794
2020-02-21,335.4700012207031,335.8099975585937,332.5799865722656,333.4800109863281,0,1,0.6335822939872742,0.36641770601272583
2020-02-24,323.1400146484375,333.5599975585937,321.239990234375,322.4200134277344,0,1,0.6670036911964417,0.33299630880355835
2020-02-25,323.94000244140625,324.6099853515625,311.69000244140625,312.6499938964844,0,1,0.7221832871437073,0.2778167128562927
2020-02-26,314.17999267578125,318.1099853515625,310.70001220703125,311.5,0,1,0.8249319195747375,0.17506808042526245
2020-02-27,305.4599914550781,311.5599975585937,297.510009765625,297.510009765625,0,1,0.8615866899490356,0.13841331005096436
2020-02-28,288.70001220703125,297.8900146484375,285.5400085449219,296.260009765625,1,1,0.5572670698165894,0.44273293018341064
2020-03-02,298.2099914550781,309.1600036621094,294.4599914550781,309.0899963378906,0,1,0.5286359190940857,0.4713640809059143
2020-03-03,309.5,313.8399963378906,297.57000732421875,300.239990234375,1,1,0.9020581841468811,0.0979418158531189
2020-03-04,306.1199951171875,313.1000061035156,303.3299865722656,312.8599853515625,0,1,0.6419129967689514,0.3580870032310486
2020-03-05,304.9800109863281,308.4700012207031,300.010009765625,302.4599914550781,0,1,0.9148075580596924,0.08519244194030762
2020-03-06,293.1499938964844,298.7799987792969,290.2300109863281,297.4599914550781,0,0,0.40058377385139465,0.5994162559509277
2020-03-09,275.29998779296875,284.19000244140625,273.45001220703125,274.2300109863281,1,1,0.5096194744110107,0.49038052558898926
2020-03-10,284.6400146484375,288.5199890136719,273.5,288.4200134277344,0,1,0.8215121626853943,0.1784878373146057
2020-03-11,280.70001220703125,281.94000244140625,270.8800048828125,274.3599853515625,0,1,0.8433722257614136,0.15662777423858643
2020-03-12,256.0,266.6600036621094,247.67999267578125,248.1100006103516,1,1,0.9555705785751343,0.04442942142486572
2020-03-13,263.0899963378906,271.4800109863281,248.5200042724609,269.32000732421875,0,0,0.32228919863700867,0.677710771560669
2020-03-16,241.17999267578125,256.8999938964844,237.3600006103516,239.8500061035156,1,1,0.947297990322113,0.05270200967788696
2020-03-17,245.0399932861328,256.1700134277344,237.07000732421875,252.8000030517578,0,0,0.4086957573890686,0.5913042426109314
2020-03-18,236.25,248.3699951171875,228.0200042724609,240.0,1,1,0.8832751512527466,0.11672484874725342
2020-03-19,239.25,247.3800048828125,232.22000122070312,240.509994506836,0,1,0.6348563432693481,0.36514365673065186
2020-03-20,242.52999877929688,244.47000122070312,228.5,228.8000030517578,0,1,0.7646996974945068,0.23530030250549316
2020-03-23,228.19000244140625,229.67999267578125,218.259994506836,222.9499969482422,1,1,0.8021842241287231,0.19781577587127686
2020-03-24,234.4199981689453,244.1000061035156,233.8000030517578,243.1499938964844,1,1,0.5478348135948181,0.4521651864051819
2020-03-25,244.8699951171875,256.3500061035156,239.75,246.7899932861328,1,0,0.4238584637641907,0.5761415362358093
2020-03-26,249.5200042724609,262.79998779296875,249.0500030517578,261.20001220703125,0,0,0.4268043041229248,0.5731956958770752
2020-03-27,253.2700042724609,260.8099975585937,251.0500030517578,253.4199981689453,1,1,0.6230363845825195,0.37696361541748047
2020-03-30,255.6999969482422,262.42999267578125,253.52999877929688,261.6499938964844,0,1,0.6067834496498108,0.3932165503501892
2020-03-31,260.5599975585937,263.3299865722656,256.2200012207031,257.75,0,0,0.42914867401123047,0.5708513259887695
2020-04-01,247.97999572753903,257.6600036621094,243.8999938964844,246.1499938964844,1,0,0.464974045753479,0.535025954246521
2020-04-02,245.19000244140625,252.67999267578125,244.58999633789065,251.8300018310547,0,1,0.604141891002655,0.39585810899734497
2020-04-03,250.759994506836,253.32000732421875,245.22000122070312,248.19000244140625,1,1,0.5993483066558838,0.4006516933441162
2020-04-06,257.8399963378906,267.0,248.1699981689453,264.8599853515625,1,0,0.292555034160614,0.707444965839386
2020-04-07,274.2099914550781,275.0299987792969,264.8900146484375,265.1300048828125,1,0,0.09330959618091583,0.9066904187202454
2020-04-08,267.9599914550781,276.0,265.25,274.0299987792969,1,0,0.33093613386154175,0.6690638661384583
2020-04-09,277.5799865722656,281.20001220703125,275.4700012207031,278.20001220703125,0,0,0.13779185712337494,0.8622081279754639
2020-04-13,277.1400146484375,277.510009765625,271.4100036621094,275.6600036621094,1,0,0.23246847093105316,0.7675315141677856
2020-04-14,280.9800109863281,284.8999938964844,275.510009765625,283.7900085449219,0,0,0.16552817821502686,0.8344718217849731
2020-04-15,277.57000732421875,283.94000244140625,275.4599914550781,277.760009765625,1,0,0.21990248560905457,0.780097484588623
2020-04-16,279.1499938964844,280.0299987792969,275.760009765625,279.1000061035156,1,0,0.20224450528621674,0.7977554798126221
2020-04-17,285.3800048828125,287.29998779296875,282.3999938964844,286.6400146484375,0,0,0.09725898504257202,0.902741014957428
2020-04-20,282.6099853515625,286.7900085449219,281.3500061035156,281.5899963378906,0,0,0.20384252071380615,0.7961574792861938
2020-04-21,276.7300109863281,278.0400085449219,272.0199890136719,273.0400085449219,1,1,0.6656152606010437,0.3343847393989563
2020-04-22,278.3500061035156,281.0,276.9100036621094,279.1000061035156,0,0,0.3872651159763336,0.6127349138259888
2020-04-23,280.489990234375,283.94000244140625,278.75,279.0799865722656,1,0,0.43879833817481995,0.5612016916275024
2020-04-24,280.7300109863281,283.70001220703125,278.5,282.9700012207031,1,1,0.7388882040977478,0.2611117959022522
2020-04-27,285.1199951171875,288.2699890136719,284.6199951171875,287.04998779296875,0,0,0.49787381291389465,0.5021262168884277
2020-04-28,291.0199890136719,291.3999938964844,285.3999938964844,285.7300109863281,1,0,0.3310926556587219,0.6689073443412781
2020-04-29,291.5299987792969,294.8800048828125,290.4100036621094,293.2099914550781,0,0,0.2525850832462311,0.7474149465560913
2020-04-30,291.7099914550781,293.32000732421875,288.5899963378906,290.4800109863281,0,1,0.5107638239860535,0.48923617601394653
2020-05-01,285.3099975585937,290.6600036621094,281.5199890136719,282.7900085449219,1,1,0.5020006895065308,0.49799931049346924
2020-05-04,280.739990234375,283.8999938964844,279.1300048828125,283.57000732421875,1,1,0.7643997669219971,0.23560023307800293
2020-05-05,286.6400146484375,289.25,283.7099914550781,286.19000244140625,0,1,0.7342523336410522,0.26574766635894775
2020-05-06,288.0400085449219,288.4599914550781,283.7799987792969,284.25,1,1,0.7976044416427612,0.20239555835723877
2020-05-07,287.75,289.7799987792969,287.1300048828125,287.67999267578125,1,1,0.711567759513855,0.288432240486145
2020-05-08,291.0899963378906,292.95001220703125,289.8599853515625,292.44000244140625,1,0,0.36176598072052,0.63823401927948
2020-05-11,290.3399963378906,294.0,289.8800048828125,292.5,0,1,0.7958141565322876,0.2041858434677124
2020-05-12,293.7900085449219,294.239990234375,286.5199890136719,286.6700134277344,0,1,0.8419919013977051,0.15800809860229492
2020-05-13,286.0599975585937,287.19000244140625,278.9599914550781,281.6000061035156,1,1,0.8388155102729797,0.16118448972702026
2020-05-14,278.95001220703125,285.1099853515625,272.989990234375,284.9700012207031,1,1,0.8021503686904907,0.19784963130950928
2020-05-15,282.3699951171875,286.3299865722656,281.3399963378906,286.2799987792969,1,1,0.9251670241355896,0.0748329758644104
2020-05-18,293.04998779296875,296.75,292.70001220703125,295.0,0,1,0.6144817471504211,0.38551825284957886
2020-05-19,294.3500061035156,296.2099914550781,291.95001220703125,291.9700012207031,1,1,0.6630240082740784,0.33697599172592163
2020-05-20,295.82000732421875,297.8699951171875,295.57000732421875,296.92999267578125,0,1,0.5291495323181152,0.47085046768188477
2020-05-21,296.7900085449219,297.6700134277344,293.69000244140625,294.8800048828125,1,1,0.7947313785552979,0.20526862144470215
2020-05-22,294.57000732421875,295.6300048828125,293.2200012207031,295.44000244140625,1,1,0.8921101689338684,0.10788983106613159
2020-05-26,301.92999267578125,302.19000244140625,295.4599914550781,299.0799865722656,1,1,0.7793498635292053,0.22065013647079468
2020-05-27,302.1199951171875,303.57000732421875,296.8699951171875,303.5299987792969,0,1,0.6273195147514343,0.3726804852485657
2020-05-28,304.6499938964844,306.8399963378906,302.239990234375,302.9700012207031,1,1,0.6847201585769653,0.31527984142303467
2020-05-29,302.4599914550781,304.9599914550781,299.4700012207031,304.32000732421875,1,1,0.5127424597740173,0.48725754022598267
2020-06-01,303.6199951171875,306.2099914550781,303.0599975585937,305.54998779296875,1,0,0.4153968095779419,0.5846031904220581
2020-06-02,306.54998779296875,308.1300048828125,305.1000061035156,308.0799865722656,1,1,0.5025292634963989,0.4974707365036011
2020-06-03,310.239990234375,313.2200012207031,309.94000244140625,312.17999267578125,0,0,0.4975873529911041,0.5024126768112183
2020-06-04,311.1099853515625,313.0,309.0799865722656,311.3599853515625,1,1,0.6828159689903259,0.3171840310096741
2020-06-05,317.2300109863281,321.2699890136719,317.1600036621094,319.3399963378906,1,0,0.1953176110982895,0.8046823740005493
2020-06-08,320.2200012207031,323.4100036621094,319.6300048828125,323.20001220703125,0,0,0.3011922538280487,0.6988077163696289
2020-06-09,320.29998779296875,323.2799987792969,319.3599853515625,320.7900085449219,0,0,0.49967166781425476,0.5003283023834229
2020-06-10,321.4200134277344,322.3900146484375,318.2200012207031,319.0,0,0,0.40228891372680664,0.5977110862731934
2020-06-11,311.4599914550781,312.1499938964844,300.010009765625,300.6099853515625,1,1,0.8244877457618713,0.17551225423812866
2020-06-12,308.239990234375,309.0799865722656,298.6000061035156,304.2099914550781,1,1,0.617517352104187,0.382482647895813
2020-06-15,298.0199890136719,308.2799987792969,296.739990234375,307.04998779296875,1,0,0.4022063910961151,0.5977935791015625
2020-06-16,315.4800109863281,315.6400146484375,307.6700134277344,312.9599914550781,0,0,0.48006588220596313,0.5199341177940369
2020-06-17,314.07000732421875,314.3900146484375,310.8599853515625,311.6600036621094,1,1,0.6104946732521057,0.3895053267478943
2020-06-18,310.010009765625,312.29998779296875,309.510009765625,311.7799987792969,0,0,0.42438533902168274,0.5756146907806396
2020-06-19,314.1700134277344,314.3800048828125,306.5299987792969,308.6400146484375,1,1,0.7839916348457336,0.21600836515426636
2020-06-22,307.989990234375,311.04998779296875,306.75,310.6199951171875,1,1,0.5626182556152344,0.4373817443847656
2020-06-23,313.489990234375,314.5,311.6099853515625,312.04998779296875,0,1,0.7657167315483093,0.23428326845169067
2020-06-24,309.8399963378906,310.510009765625,302.1000061035156,304.0899963378906,1,1,0.7616110444068909,0.23838895559310913
2020-06-25,303.4700012207031,307.6400146484375,301.2799987792969,307.3500061035156,0,1,0.7495417594909668,0.2504582405090332
2020-06-26,306.1600036621094,306.3900146484375,299.4200134277344,300.04998779296875,1,1,0.7726799845695496,0.22732001543045044
2020-06-29,301.4100036621094,304.6099853515625,298.92999267578125,304.4599914550781,1,1,0.6818554997444153,0.3181445002555847
2020-06-30,303.989990234375,310.20001220703125,303.82000732421875,308.3599853515625,1,1,0.869231104850769,0.13076889514923096
2020-07-01,309.57000732421875,311.8900146484375,309.07000732421875,310.5199890136719,1,1,0.8401455283164978,0.1598544716835022
2020-07-02,314.239990234375,315.70001220703125,311.510009765625,312.2300109863281,1,1,0.737338662147522,0.262661337852478
2020-07-06,316.3699951171875,317.67999267578125,315.5599975585937,317.04998779296875,0,1,0.746245801448822,0.253754198551178
2020-07-07,315.3800048828125,317.5199890136719,313.3699951171875,313.7799987792969,1,1,0.8275673389434814,0.17243266105651855
2020-07-08,314.6099853515625,316.29998779296875,312.70001220703125,316.17999267578125,0,1,0.7113962769508362,0.2886037230491638
2020-07-09,316.8399963378906,317.1000061035156,310.67999267578125,314.3800048828125,1,1,0.8310220837593079,0.16897791624069214
2020-07-10,314.3099975585937,317.8800048828125,312.760009765625,317.5899963378906,0,1,0.852644145488739,0.147355854511261
2020-07-13,320.1300048828125,322.7099914550781,314.1300048828125,314.8399963378906,1,1,0.6729397773742676,0.3270602226257324
2020-07-14,313.29998779296875,319.760009765625,312.0,318.9200134277344,1,1,0.8466171622276306,0.15338283777236938
2020-07-15,322.4100036621094,323.0400085449219,319.2699890136719,321.8500061035156,0,1,0.6613298654556274,0.33867013454437256
2020-07-16,319.7900085449219,321.2799987792969,319.0899963378906,320.7900085449219,1,1,0.7776503562927246,0.2223496437072754
2020-07-17,321.8800048828125,322.57000732421875,319.739990234375,321.7200012207031,1,1,0.7223631143569946,0.27763688564300537
2020-07-20,321.42999267578125,325.1300048828125,320.6199951171875,324.32000732421875,1,1,0.5467448830604553,0.4532551169395447
2020-07-21,326.45001220703125,326.92999267578125,323.94000244140625,325.010009765625,1,1,0.6879798769950867,0.31202012300491333
2020-07-22,324.6199951171875,327.20001220703125,324.5,326.8599853515625,0,1,0.5773012042045593,0.4226987957954407
2020-07-23,326.4700012207031,327.2300109863281,321.4800109863281,322.9599914550781,0,1,0.633016049861908,0.36698395013809204
2020-07-24,320.95001220703125,321.989990234375,319.25,320.8800048828125,1,1,0.6985927224159241,0.3014072775840759
2020-07-27,321.6300048828125,323.4100036621094,320.7699890136719,323.2200012207031,0,1,0.6765974164009094,0.3234025835990906
2020-07-28,322.42999267578125,323.6400146484375,320.8500061035156,321.1700134277344,1,1,0.8126933574676514,0.18730664253234863
2020-07-29,322.1199951171875,325.7300109863281,322.0799865722656,325.1199951171875,0,1,0.8396866917610168,0.16031330823898315
2020-07-30,321.8999938964844,324.4100036621094,319.6400146484375,323.9599914550781,1,1,0.7876459360122681,0.21235406398773193
2020-07-31,325.8999938964844,326.6300048828125,321.3299865722656,326.5199890136719,1,0,0.4913099706172943,0.5086899995803833
2020-08-03,328.32000732421875,329.6199951171875,327.7300109863281,328.7900085449219,1,1,0.7427945733070374,0.25720542669296265
2020-08-04,327.8599853515625,330.0599975585937,327.8599853515625,330.0599975585937,1,1,0.5400433540344238,0.45995664596557617
2020-08-05,331.4700012207031,332.3900146484375,331.17999267578125,332.1099853515625,1,1,0.800464391708374,0.19953560829162598
2020-08-06,331.4800109863281,334.4599914550781,331.1300048828125,334.3299865722656,1,1,0.6890139579772949,0.3109860420227051
2020-08-07,333.2799987792969,334.8800048828125,332.29998779296875,334.57000732421875,1,0,0.48306694626808167,0.5169330835342407
2020-08-10,335.0599975585937,335.7699890136719,332.9599914550781,335.57000732421875,0,1,0.5441095232963562,0.4558904767036438
2020-08-11,336.8500061035156,337.5400085449219,332.010009765625,332.79998779296875,1,1,0.7055777907371521,0.2944222092628479
2020-08-12,335.44000244140625,338.2799987792969,335.4100036621094,337.44000244140625,0,0,0.2991717457771301,0.7008282542228699
2020-08-13,336.6099853515625,338.25,335.8299865722656,336.8299865722656,1,1,0.5692834258079529,0.4307165741920471
2020-08-14,336.4100036621094,337.4200134277344,335.6199951171875,336.8399963378906,1,1,0.7360743284225464,0.2639256715774536
2020-08-17,337.94000244140625,338.3399963378906,336.8500061035156,337.9100036621094,1,1,0.5608069896697998,0.4391930103302002
2020-08-18,338.3399963378906,339.1000061035156,336.6099853515625,338.6400146484375,0,1,0.5755967497825623,0.42440325021743774
2020-08-19,339.04998779296875,339.6099853515625,336.6199951171875,337.2300109863281,1,1,0.6580119132995605,0.34198808670043945
2020-08-20,335.3599853515625,338.79998779296875,335.2200012207031,338.2799987792969,1,1,0.7244466543197632,0.2755533456802368
2020-08-21,337.9200134277344,339.7200012207031,337.54998779296875,339.4800109863281,1,1,0.6368721723556519,0.36312782764434814
2020-08-24,342.1199951171875,343.0,339.45001220703125,342.9200134277344,1,1,0.6695454120635986,0.33045458793640137
2020-08-25,343.5299987792969,344.2099914550781,342.2699890136719,344.1199951171875,1,1,0.706480085849762,0.29351991415023804
2020-08-26,344.760009765625,347.8599853515625,344.1700134277344,347.57000732421875,1,1,0.8219572305679321,0.17804276943206787
2020-08-27,348.510009765625,349.8999938964844,346.5299987792969,348.3299865722656,1,1,0.6355451941490173,0.36445480585098267
2020-08-28,349.44000244140625,350.7200012207031,348.1499938964844,350.5799865722656,0,1,0.5448814630508423,0.4551185369491577
2020-08-31,350.3500061035156,351.29998779296875,349.0599975585937,349.3099975585937,1,1,0.7110896706581116,0.2889103293418884
2020-09-01,350.2099914550781,352.7099914550781,349.239990234375,352.6000061035156,1,1,0.5864911675453186,0.4135088324546814
2020-09-02,354.6700134277344,358.75,353.42999267578125,357.70001220703125,0,0,0.3188018202781677,0.6811981797218323
2020-09-03,355.8699951171875,356.3800048828125,342.5899963378906,345.3900146484375,0,1,0.7744050025939941,0.22559499740600586
2020-09-04,346.1300048828125,347.8299865722656,334.8699951171875,342.57000732421875,0,1,0.7359679937362671,0.2640320062637329
2020-09-08,336.7099914550781,342.6400146484375,332.8800048828125,333.2099914550781,1,1,0.6698141694068909,0.33018583059310913
2020-09-09,337.54998779296875,342.4599914550781,336.6099853515625,339.7900085449219,0,1,0.612906277179718,0.387093722820282
2020-09-10,341.82000732421875,342.5299987792969,332.8500061035156,333.8900146484375,1,1,0.8007029294967651,0.19929707050323486
2020-09-11,335.82000732421875,336.9700012207031,331.0,334.0599975585937,1,1,0.7734069228172302,0.22659307718276978
2020-09-14,337.489990234375,340.3800048828125,334.2200012207031,338.4599914550781,1,1,0.8390730619430542,0.1609269380569458
2020-09-15,341.1199951171875,342.0199890136719,338.4700012207031,340.1700134277344,0,1,0.7369338274002075,0.2630661725997925
2020-09-16,341.510009765625,343.0599975585937,338.5199890136719,338.82000732421875,0,1,0.7689182162284851,0.2310817837715149
2020-09-17,333.5599975585937,337.70001220703125,332.989990234375,335.8399963378906,0,1,0.5918526649475098,0.40814733505249023
2020-09-18,335.3699951171875,335.489990234375,327.9700012207031,330.6499938964844,0,1,0.7401078343391418,0.25989216566085815
2020-09-21,325.70001220703125,327.1300048828125,321.7300109863281,326.9700012207031,1,1,0.7996214628219604,0.20037853717803955
2020-09-22,328.57000732421875,330.8999938964844,325.8599853515625,330.29998779296875,0,1,0.7663446664810181,0.23365533351898193
2020-09-23,330.8999938964844,331.20001220703125,322.1000061035156,322.6400146484375,1,1,0.8146496415138245,0.18535035848617554
2020-09-24,321.2200012207031,326.79998779296875,319.79998779296875,323.5,1,1,0.748582124710083,0.251417875289917
2020-09-25,322.5799865722656,329.5799865722656,321.6400146484375,328.7300109863281,1,1,0.6651225686073303,0.3348774313926697
2020-09-28,333.2200012207031,334.9599914550781,332.1499938964844,334.19000244140625,0,0,0.476020485162735,0.5239795446395874
2020-09-29,333.9700012207031,334.7699890136719,331.6199951171875,332.3699951171875,1,1,0.849960446357727,0.15003955364227295
2020-09-30,333.0899963378906,338.2900085449219,332.8800048828125,334.8900146484375,1,1,0.7604153156280518,0.23958468437194824
2020-10-01,337.69000244140625,338.739990234375,335.010009765625,337.0400085449219,0,1,0.8425623178482056,0.15743768215179443
